cluster	system	occurrence
3307	DMS_other	17.14
3308	PD-T4-6	100
3309	DMS_other	57.14
3309	meta	37.14
3309	DRT_other	5.71
3310	cas_type_other	50
3310	meta	17.65
3310	cas_type_III-G	23.53
3310	cas_type_III-B	5.88
3311	meta	100
3312	DMS_other	41.18
3312	meta	58.82
3313	meta	100
3314	retron_XIII	100
3315	meta	100
3316	meta	100
3317	RM_type_II	64.71
3317	DMS_other	29.41
3317	meta	5.88
3318	DMS_other	17.65
3318	meta	82.35
3319	meta	100
3320	meta	100
3321	RM_type_II	5.88
3321	DMS_other	29.41
3321	meta	52.94
3321	DRT_other	11.76
3322	meta	100
3323	meta	100
3324	meta	100
3325	TerY-P	11.76
3325	TerY-P_other	88.24
3326	DMS_other	64.71
3326	meta	35.29
3327	druantia_type_IV	17.65
3327	druantia_other	82.35
3328	meta	5.88
3328	RexAB	94.12
3329	argonaute_type_III	100
3330	ShosTA	100
3331	Lamassu_Family	100
3332	viperin_toxin	97.06
3333	cas_type_other	94.12
3333	cas_type_III-D	5.88
3334	Menshen	100
3335	meta	82.35
3335	Lamassu_Family	17.65
3336	meta	11.76
3336	Paris_fused	76.47
3336	septu_type_I	11.76
3337	cas_type_I-A	29.41
3337	cas_type_other	70.59
3338	ISG15-like_other	70.59
3338	ISG15-like	29.41
3339	Lamassu_Family	100
3340	Shango	100
3341	PD-T4-10	100
3342	DMS_other	52.94
3342	HEC-06	47.06
3343	DRT_class_I	100
3344	retron_XIII	100
3345	RosmerTA	100
3346	wadjet_type_III	85.29
3346	wadjet_other	14.71
3347	cbass_type_I	100
3348	cas_type_I-B1	91.18
3348	cas_type_other	8.82
3349	cas_type_III-A	8.82
3349	cas_type_other	41.18
3349	meta	26.47
3349	cas_type_I-A	5.88
3349	cas_type_III-B	17.65
3350	DMS_other	100
3351	cas_type_III-B	100
3352	argonaute_type_I	100
3353	cas_type_III-A	70.59
3353	cas_type_other	29.41
3354	RM_type_II	100
3355	ShosTA	100
3356	shedu	100
3357	meta	3.03
3357	Paris	96.97
3358	DMS_other	84.85
3358	meta	15.15
3359	pycsar_other	18.18
3359	meta	33.33
3359	pycsar_effector	48.48
3360	meta	100
3361	meta	100
3362	meta	100
3363	DRT_other	12.12
3363	meta	87.88
3364	meta	100
3365	meta	21.21
3365	RM_type_HNH	78.79
3366	meta	100
3367	meta	100
3368	meta	15.15
3368	RADAR	84.85
3369	meta	100
3370	DMS_other	45.45
3370	meta	45.45
3370	VSPR	9.09
3371	meta	100
3372	PD-Lambda-5	100
3373	Menshen	21.21
3373	meta	6.06
3373	Menshen_other	72.73
3374	meta	3.03
3374	SEFIR	96.97
3375	meta	93.94
3375	cas_type_other	6.06
3376	meta	3.03
3376	AbiE	96.97
3377	cas_type_III-D	100
3378	Mokosh_TypeI	100
3379	cas_type_I-B1	100
3380	DMS_other	12.12
3380	meta	87.88
3381	cas_type_I-B1	93.94
3381	cas_type_other	6.06
3382	cas_type_III-B	100
3383	cas_type_I-A	69.7
3383	cas_adaptation	6.06
3383	meta	12.12
3383	cas_type_other	12.12
3384	meta	15.62
3384	hachiman_type_I	84.38
3385	meta	100
3386	DRT_other	6.25
3386	meta	93.75
3387	meta	31.25
3387	cas_type_other	68.75
3388	meta	100
3389	DMS_other	6.25
3389	meta	93.75
3390	meta	9.38
3390	cas_type_other	18.75
3390	cas_type_III-D	71.88
3391	meta	100
3392	DRT_other	6.25
3392	meta	93.75
3393	meta	100
3394	meta	100
3395	meta	100
3396	TerY-P	75
3396	meta	12.5
3396	TerY-P_other	12.5
3397	cas_type_IV-B	93.75
3397	cas_type_IV-A	6.25
3398	PD-T4-6	100
3399	cas_type_III-D	100
3400	Tiamat	100
3401	PD-T4-6	100
3402	meta	3.12
3402	cbass_type_II	12.5
3402	cbass_type_I	84.38
3403	pycsar_effector	100
3404	RosmerTA	100
3405	kiwa	100
3406	RM_type_II	100
3407	Olokun	100
3408	RM_type_II	100
3409	septu_type_I	100
3410	wadjet_type_II	87.5
3410	PD-T4-6	12.5
3411	argonaute_type_III	100
3412	brex_type_III	62.5
3412	DMS_other	37.5
3413	gasdermin	100
3414	PD-T4-7	100
3415	DMS_other	93.75
3415	meta	6.25
3416	meta	6.25
3416	cas_type_III-D	90.62
3416	cas_type_other	3.12
3417	cas_type_IV-B	100
3418	DRT_class_I	100
3419	DRT_other	6.25
3419	meta	93.75
3420	cas_type_I-E	93.75
3420	cas_type_other	6.25
3421	shedu	100
3422	septu_type_I	100
3423	PD-T4-4	100
3424	zorya_other	100
3425	retron_II-A	100
3426	Tiamat	100
3427	RM_type_II	100
3428	druantia_other	100
3429	DRT_other	6.45
3429	meta	93.55
3430	zorya_other	6.45
3430	DMS_other	12.9
3430	meta	80.65
3431	meta	100
3432	meta	100
3433	meta	80.65
3433	pycsar_effector	6.45
3433	cbass_type_I	12.9
3434	zorya_other	6.45
3434	meta	74.19
3434	druantia_other	19.35
3435	meta	93.55
3435	Lamassu_Family	6.45
3436	meta	100
3437	meta	87.1
3437	cas_type_IV-B	12.9
3438	meta	96.77
3438	cas_type_V	3.23
3439	meta	100
3440	meta	100
3441	meta	100
3442	DRT_other	6.45
3442	meta	93.55
3443	DRT_other	6.45
3443	meta	87.1
3443	DMS_other	6.45
3444	DMS_other	38.71
3444	meta	61.29
3445	cas_type_III-A	87.1
3445	cas_type_other	12.9
3446	argonaute_type_III	45.16
3446	meta	54.84
3447	meta	16.13
3447	septu_type_I	83.87
3448	meta	3.23
3448	septu_type_I	96.77
3449	RM_type_II	83.87
3449	DMS_other	12.9
3449	meta	3.23
3450	meta	6.45
3450	cas_type_other	19.35
3450	cas_type_III-D	74.19
3451	meta	9.68
3451	DRT_class_I	90.32
3452	meta	9.68
3452	DRT_class_III	90.32
3453	meta	3.23
3453	PD-Lambda-2	96.77
3454	meta	3.23
3454	viperin_other	64.52
3454	viperin_tpr	32.26
3455	cas_type_I-B1	93.55
3455	cas_type_other	6.45
3456	mza	100
3457	DRT_other	6.67
3457	meta	93.33
3458	cas_type_I-A	56.67
3458	meta	3.33
3458	cas_type_I-D	40
3459	Menshen	6.67
3459	meta	83.33
3459	Menshen_other	10
3460	DMS_other	36.67
3460	meta	63.33
3461	meta	100
3462	cas_type_III-A	3.33
3462	meta	96.67
3463	meta	93.33
3463	gabija	6.67
3464	meta	100
3465	DMS_other	60
3465	meta	40
3466	meta	100
3467	meta	100
3468	Mokosh_TypeII	33.33
3468	meta	66.67
3469	meta	100
3470	meta	100
3471	meta	13.33
3471	viperin_toxin	86.67
3472	septu_type_I	100
3473	cas_type_I-A	80
3473	cas_type_other	20
3474	meta	13.33
3474	pycsar_effector	86.67
3475	HEC-10	13.33
3475	meta	76.67
3475	cas_adaptation	10
3476	cas_type_other	13.33
3476	cas_type_III-B	86.67
3477	meta	86.67
3477	Uzume	13.33
3478	PD-T4-4	100
3479	argonaute_solo	100
3480	meta	13.33
3480	SEFIR	86.67
3481	ISG15-like_other	26.67
3481	ISG15-like	73.33
3482	RosmerTA	100
3483	RM_type_I	93.33
3483	DMS_other	6.67
3484	cas_type_other	6.67
3484	cas_type_III-D	93.33
3485	cas_type_III-B	100
3486	cas_type_other	6.67
3486	cas_type_IV-A	93.33
3487	PD-T4-6	100
3488	AbiE	100
3489	RM_type_II	100
3490	retron_IV	100
3491	cas_type_III-A	93.33
3491	cas_type_other	6.67
3492	RM_type_II	93.33
3492	DMS_other	6.67
3493	gop_beta_cll	100
3494	zorya_other	53.33
3494	zorya_type_I	46.67
3495	RosmerTA	100
3496	Lamassu_Family	100
3497	Menshen	80
3497	Menshen_other	20
3498	RM_type_I	80
3498	DMS_other	20
3499	cas_type_III-A	30
3499	cas_type_other	13.33
3499	cas_type_III-B	56.67
3500	cas_type_I-D	90
3500	cas_type_other	10
3501	meta	100
3502	meta	100
3503	meta	100
3504	Mokosh_TypeI	20.69
3504	Mokosh_TypeII	13.79
3504	meta	65.52
3505	meta	86.21
3505	Lamassu_Family	13.79
3506	meta	100
3507	meta	100
3508	DMS_other	10.34
3508	meta	89.66
3509	RM_type_II	6.9
3509	DMS_other	27.59
3509	meta	65.52
3510	meta	82.76
3510	cas_type_V-K	13.79
3510	cas_type_other	3.45
3511	DRT_other	34.48
3511	meta	58.62
3511	Menshen_other	6.9
3512	DMS_other	3.45
3512	meta	96.55
3513	meta	100
3514	meta	100
3515	DRT_other	41.38
3515	meta	58.62
3516	darTG	96.55
3516	meta	3.45
3517	DRT_other	13.79
3517	meta	86.21
3518	RM_type_II	48.28
3518	DMS_other	6.9
3518	meta	44.83
3519	Mokosh_TypeI	100
3520	tmn	100
3521	meta	93.1
3521	AbiL	6.9
3522	zorya_other	20.69
3522	meta	79.31
3523	RM_type_I	3.45
3523	DMS_other	96.55
3524	Shango	100
3525	cas_type_III-B	82.76
3525	cas_type_other	17.24
3526	meta	3.45
3526	cbass_type_IIs	89.66
3526	cbass_type_I	6.9
3527	meta	10.34
3527	DRT_class_III	89.66
3528	cas_type_I-E	86.21
3528	cas_type_other	13.79
3529	DMS_other	50
3529	meta	50
3530	meta	100
3531	meta	100
3532	meta	35.71
3532	Dodola	64.29
3533	gasdermin	14.29
3533	ietAS	7.14
3533	meta	78.57
3534	DRT_other	17.86
3534	meta	3.57
3534	retron_IX	78.57
3535	meta	100
3536	cas_type_II-A	3.57
3536	meta	82.14
3536	cas_type_III-D	14.29
3537	meta	100
3538	cas_type_I-G	7.14
3538	cas_type_I-D	42.86
3538	meta	14.29
3538	cas_type_I-E	7.14
3538	cas_type_I-C	14.29
3538	cas_type_I-B1	7.14
3538	cas_type_I-F1	7.14
3539	Dpd	21.43
3539	meta	57.14
3539	DMS_other	21.43
3540	meta	100
3541	DRT_other	3.57
3541	meta	7.14
3541	retron_IX	89.29
3542	PD-T4-6	100
3543	septu_type_I	100
3544	DMS_other	7.14
3544	PD-Lambda-5	92.86
3545	wadjet_type_II	100
3546	RosmerTA	100
3547	septu_type_I	100
3548	Mokosh_TypeI	100
3549	brex_type_I	25
3549	DMS_other	71.43
3549	meta	3.57
3550	TerY-P	28.57
3550	TerY-P_other	71.43
3551	cas_type_II-A	100
3552	Menshen	92.86
3552	Menshen_other	7.14
3553	cas_type_III-A	85.71
3553	cas_type_other	14.29
3554	RosmerTA	100
3555	meta	21.43
3555	pycsar_effector	78.57
3556	cbass_other	7.14
3556	meta	92.86
3557	Lamassu_Family	100
3558	DMS_other	100
3559	retron_VII-A2	100
3560	meta	3.57
3560	Dynamins	96.43
3561	Olokun	100
3562	cas_type_III-A	92.86
3562	cas_type_other	7.14
3563	RosmerTA	100
3564	DRT_class_I	100
3565	cbass_type_I	57.14
3565	cas_type_III-A	28.57
3565	cas_type_other	7.14
3565	meta	3.57
3565	cas_type_III-D	3.57
3566	meta	3.57
3566	hachiman_type_I	96.43
3567	ISG15-like_other	21.43
3567	ISG15-like	78.57
3568	dsr2	100
3569	cas_type_other	7.14
3569	cas_type_IV-A	92.86
3570	Lamassu_Family	100
3571	cas_type_III-A	7.14
3571	meta	67.86
3571	cas_type_other	21.43
3571	cas_type_III-B	3.57
3572	cas_type_I-A	100
3573	druantia_other	100
3574	PD-T4-6	100
3575	meta	100
3576	Lamassu_other	14.81
3576	meta	62.96
3576	Lamassu_Family	22.22
3577	meta	3.7
3577	cbass_type_I	96.3
3578	meta	100
3579	meta	100
3580	meta	100
3581	meta	100
3582	meta	85.19
3582	cas_type_III-B	14.81
3583	meta	100
3584	DRT_other	7.41
3584	meta	85.19
3584	DMS_other	7.41
3585	meta	40.74
3585	cas_type_other	59.26
3586	meta	100
3587	meta	100
3588	meta	100
3589	meta	100
3590	meta	100
3591	meta	100
3592	DMS_other	100
3593	3HP	100
3594	cas_type_III-D	100
3595	DMS_other	81.48
3595	meta	18.52
3596	DMS_other	77.78
3596	meta	22.22
3597	zorya_other	37.04
3597	meta	11.11
3597	zorya_type_I	51.85
3598	meta	3.7
3598	kiwa	96.3
3599	thoeris_type_I	22.22
3599	spbK	7.41
3599	meta	70.37
3600	Menshen	96.3
3600	meta	3.7
3601	cas_type_I-B1	96.3
3601	meta	3.7
3602	meta	3.7
3602	cas_type_III-D	74.07
3602	cas_type_other	22.22
3603	Dazbog	100
3604	meta	3.7
3604	cas_type_other	96.3
3605	RM_type_II	81.48
3605	DMS_other	14.81
3605	meta	3.7
3606	Dpd	88.89
3606	meta	11.11
3607	meta	3.7
3607	ShosTA	96.3
3608	cas_type_III-B	14.81
3608	meta	7.41
3608	cas_type_III-D	22.22
3608	cas_type_other	55.56
3609	DMS_other	81.48
3609	meta	18.52
3610	AbiE	100
3611	cas_type_other	11.11
3611	cas_type_I-D	37.04
3611	meta	7.41
3611	cas_type_I-A	7.41
3611	cas_adaptation	22.22
3611	cas_type_III-B	14.81
3612	cas_type_I-E	92.59
3612	cas_type_other	7.41
3613	cas_type_III-A	77.78
3613	cas_type_I-B1	7.41
3613	meta	14.81
3614	cas_type_II-A	100
3615	cas_type_other	44.44
3615	cas_type_III-D	55.56
3616	meta	100
3617	meta	84.62
3617	AbiT	15.38
3618	DMS_other	15.38
3618	meta	84.62
3619	DMS_other	38.46
3619	meta	53.85
3619	DRT_other	7.69
3620	meta	100
3621	meta	100
3622	DMS_other	15.38
3622	meta	84.62
3623	DRT_other	7.69
3623	meta	92.31
3624	meta	100
3625	Menshen	7.69
3625	meta	92.31
3626	DMS_other	46.15
3626	meta	53.85
3627	meta	100
3628	meta	100
3629	meta	84.62
3629	Lamassu_Family	15.38
3630	meta	100
3631	meta	100
3632	meta	100
3633	meta	100
3634	meta	100
3635	meta	92.31
3635	septu_type_I	7.69
3636	meta	100
3637	meta	100
3638	cas_type_III-B	34.62
3638	cas_type_other	65.38
3639	cas_type_other	15.38
3639	cas_type_III-B	84.62
3640	Tiamat	100
3641	retron_II-A	100
3642	meta	7.69
3642	AbiE	92.31
3643	meta	11.54
3643	cas_type_other	7.69
3643	cas_type_III-D	80.77
3644	DMS_other	92.31
3644	meta	7.69
3645	Olokun	100
3646	shedu	100
3647	wadjet_type_I	100
3648	RosmerTA	100
3649	meta	92.31
3649	argonaute_solo	7.69
3650	Dynamins	100
3651	zorya_type_II	100
3652	cbass_type_III	100
3653	meta	15.38
3653	AbiT	84.62
3654	wadjet_other	100
3655	DMS_other	100
3656	RosmerTA	100
3657	TerY-P	92.31
3657	TerY-P_other	7.69
3658	ISG15-like	100
3659	cas_type_other	15.38
3659	cas_type_II-A	84.62
3660	HEC-02	100
3661	retron_VI	100
3662	brex_type_III	30.77
3662	DMS_other	69.23
3663	cas_type_other	38.46
3663	cas_type_III-B	61.54
3664	cas_type_I-A	100
3665	cas_type_I-B1	92.31
3665	cas_type_other	7.69
3666	cas_type_III-A	92.31
3666	cas_type_other	7.69
3667	ISG15-like_other	100
3668	Menshen	8
3668	meta	28
3668	Menshen_other	64
3669	meta	100
3670	meta	100
3671	meta	100
3672	meta	100
3673	meta	100
3674	meta	100
3675	ietAS	8
3675	meta	92
3676	meta	100
3677	meta	100
3678	RM_type_II	16
3678	DMS_other	16
3678	meta	56
3678	retron_VI	12
3679	meta	100
3680	PD-T4-6	100
3681	RM_type_II	100
3682	cas_type_III-A	76
3682	cas_type_III-B	16
3682	cas_type_other	8
3683	retron_IV	100
3684	cas_type_other	100
3685	meta	4
3685	Dodola	96
3686	meta	8
3686	VSPR	92
3687	cas_type_III-A	100
3688	meta	68
3688	ShosTA	32
3689	meta	60
3689	cas_type_other	24
3689	cas_type_III-D	16
3690	cas_type_III-A	84
3690	cas_type_other	16
3691	DMS_other	72
3691	meta	28
3692	meta	12
3692	cas_type_VI	88
3693	retron_VI	100
3694	DMS_other	96
3694	meta	4
3695	Dynamins	100
3696	cas_type_III-B	8
3696	cas_type_I-A	16
3696	meta	12
3696	cas_type_other	64
3697	cas_type_I-E	100
3698	cas_type_III-B	100
3699	RM_type_I	100
3700	RM_type_II	96
3700	meta	4
3701	PD-T4-6	100
3702	meta	100
3703	cas_type_I-C	25
3703	meta	50
3703	cas_type_other	25
3704	DRT_other	8.33
3704	meta	91.67
3705	meta	100
3706	DRT_other	12.5
3706	retron_III-A	87.5
3707	meta	100
3708	Menshen	4.17
3708	meta	50
3708	Menshen_other	37.5
3708	AbiL	8.33
3709	meta	100
3710	wadjet_other	100
3711	meta	100
3712	DRT_other	8.33
3712	meta	91.67
3713	meta	100
3714	2TM-1TM-TIR	33.33
3714	meta	58.33
3714	cas_type_III-B	8.33
3715	meta	100
3716	DMS_other	8.33
3716	meta	91.67
3717	meta	100
3718	DMS_other	25
3718	meta	75
3719	meta	100
3720	cas_type_other	100
3721	DRT_class_II	100
3722	SEFIR	100
3723	zorya_other	100
3724	cas_type_III-A	83.33
3724	cas_type_other	16.67
3725	cas_type_I-E	100
3726	cas_type_III-B	100
3727	cas_type_III-D	100
3728	PsyrTA	8.33
3728	ShosTA	91.67
3729	ISG15-like_other	100
3730	Paris	100
3731	RM_type_II	100
3732	druantia_other	66.67
3732	druantia_type_I	33.33
3733	AbiE	100
3734	cas_type_other	100
3735	RM_type_IV	100
3736	Lamassu_Family	100
3737	cas_type_I-D	58.33
3737	cas_type_III-B	8.33
3737	cas_type_other	33.33
3738	argonaute_type_III	91.67
3738	argonaute_other	8.33
3739	DMS_other	54.17
3739	meta	45.83
3740	meta	16.67
3740	SEFIR	83.33
3741	AbiE	100
3742	Menshen	100
3743	RM_type_II	91.67
3743	DMS_other	8.33
3744	RM_type_I	100
3745	SEFIR	100
3746	Menshen	100
3747	Menshen_other	100
3748	cas_type_III-A	100
3749	Dazbog	100
3750	Lamassu_Family	100
3751	Tiamat	100
3752	AbiN	100
3753	DMS_other	33.33
3753	meta	66.67
3754	DMS_other	100
3755	AbiE	100
3756	cas_type_I-F1	25
3756	cas_type_other	75
3757	cas_type_IV-A	66.67
3757	cas_type_other	33.33
3758	DMS_other	8.33
3758	PT_PbeABCD	91.67
3759	cas_type_I-A	100
3760	DMS_other	100
3761	Borvo	100
3762	RosmerTA	100
3763	meta	8.7
3763	AbiL	91.3
3764	Mokosh_TypeII	34.78
3764	meta	65.22
3765	meta	100
3766	meta	100
3767	meta	100
3768	meta	100
3769	meta	100
3770	meta	100
3771	meta	100
3772	meta	100
3773	meta	100
3774	meta	91.3
3774	Lamassu_Family	8.7
3775	meta	73.91
3775	wadjet_other	26.09
3776	meta	4.35
3776	DRT_class_I	95.65
3777	cas_type_VI	4.35
3777	cas_type_other	43.48
3777	cas_type_III-C	4.35
3777	cas_adaptation	26.09
3777	cas_type_III-D	4.35
3777	cas_type_III-B	17.39
3778	septu_type_I	78.26
3778	retron_I-A	21.74
3779	DMS_other	52.17
3779	meta	30.43
3779	DRT_other	17.39
3780	meta	4.35
3780	cbass_type_I	95.65
3781	DMS_other	100
3782	meta	4.35
3782	cas_type_III-D	95.65
3783	DMS_other	43.48
3783	meta	56.52
3784	cas_type_other	52.17
3784	cas_type_III-D	47.83
3785	cas_type_other	26.09
3785	cas_type_III-B	73.91
3786	meta	4.35
3786	cas_type_other	95.65
3787	meta	4.35
3787	Dynamins	95.65
3788	cas_type_III-B	86.96
3788	cas_type_other	13.04
3789	RM_type_I	100
3790	tmn	100
3791	argonaute_type_III	17.39
3791	meta	4.35
3791	argonaute_solo	8.7
3791	argonaute_other	69.57
3792	PD-Lambda-5	100
3793	meta	17.39
3793	DRT_class_II	52.17
3793	cas_type_other	17.39
3793	cas_type_III-B	13.04
3794	gasdermin	69.57
3794	meta	30.43
3795	cas_type_III-A	65.22
3795	meta	4.35
3795	cas_type_other	8.7
3795	cas_type_III-B	21.74
3796	SEFIR	100
3797	thoeris_type_I	100
3798	meta	8.7
3798	cas_type_other	91.3
3799	cas_type_I-D	100
3800	cas_type_I-C	65.22
3800	cas_adaptation	17.39
3800	meta	8.7
3800	cas_type_other	8.7
3801	DMS_other	81.82
3801	meta	18.18
3802	meta	100
3803	meta	100
3804	DRT_other	27.27
3804	meta	72.73
3805	meta	100
3806	cas_type_I-A	100
3807	retron_IX	100
3808	meta	100
3809	DMS_other	36.36
3809	meta	63.64
3810	meta	100
3811	meta	81.82
3811	GAO_19	18.18
3812	DMS_other	18.18
3812	meta	81.82
3813	DMS_other	9.09
3813	meta	90.91
3814	meta	100
3815	meta	100
3816	meta	86.36
3816	cas_type_other	9.09
3816	cas_adaptation	4.55
3817	meta	81.82
3817	Lamassu_Family	18.18
3818	meta	100
3819	meta	100
3820	meta	100
3821	meta	100
3822	meta	27.27
3822	cas_type_other	72.73
3823	cas_type_IV-B	9.09
3823	cas_type_IV-D	72.73
3823	cas_type_other	18.18
3824	DMS_other	100
3825	cas_type_I-D	90.91
3825	cas_type_other	9.09
3826	cas_type_VI	9.09
3826	cas_type_III-A	18.18
3826	cas_type_other	4.55
3826	meta	22.73
3826	cas_type_III-D	45.45
3827	cas_type_other	100
3828	cbass_other	18.18
3828	cas_type_other	36.36
3828	cbass_type_IIs	9.09
3828	cas_type_III-D	9.09
3828	cas_type_III-B	27.27
3829	cas_type_III-A	90.91
3829	cas_type_other	9.09
3830	RM_type_I	77.27
3830	DMS_other	22.73
3831	pycsar_effector	100
3832	Menshen	81.82
3832	Menshen_other	18.18
3833	shedu	100
3834	Olokun	100
3835	cas_type_II-C	90.91
3835	cas_type_other	9.09
3836	DMS_other	72.73
3836	PD-Lambda-5	27.27
3837	Menshen	100
3838	druantia_other	18.18
3838	druantia_type_I	81.82
3839	RM_type_II	100
3840	Tiamat	100
3841	cas_type_I-A	45.45
3841	cas_type_other	54.55
3842	RexAB	100
3843	PD-Lambda-5	100
3844	pycsar_effector	90.91
3844	pycsar_unknown	9.09
3845	DRT_class_II	100
3846	cas_type_III-B	45.45
3846	cas_adaptation	13.64
3846	cas_type_III-D	40.91
3847	Dazbog	100
3848	HEC-10	9.09
3848	meta	54.55
3848	cas_adaptation	36.36
3849	SoFic	100
3850	TerY-P	100
3851	Menshen	100
3852	ISG15-like_other	9.09
3852	ISG15-like	90.91
3853	gabija	100
3854	darTG	100
3855	septu_type_I	100
3856	PD-Lambda-5	100
3857	pycsar_effector	100
3858	cbass_type_I	100
3859	Helicase-DUF2290	100
3860	cas_type_I-D	100
3861	cas_type_IV-A	9.09
3861	cas_type_other	18.18
3861	cas_type_I-F1	72.73
3862	Olokun	100
3863	AVAST_type_II	100
3864	cas_type_III-C	100
3865	kiwa	100
3866	cas_type_III-B	100
3867	cas_type_III-B	36.36
3867	cas_type_III-D	63.64
3868	cas_type_other	18.18
3868	cas_type_III-B	81.82
3869	cas_type_III-G	77.27
3869	cas_type_other	22.73
3870	cas_type_I-A	54.55
3870	meta	18.18
3870	cas_type_III-B	18.18
3870	cas_type_other	9.09
3871	cas_type_III-A	72.73
3871	meta	9.09
3871	cas_type_III-B	18.18
3872	cas_type_I-E	100
3873	cas_type_other	100
3874	meta	4.55
3874	AbiE	95.45
3875	DMS_other	59.09
3875	meta	40.91
3876	meta	71.43
3876	AbiL	28.57
3877	meta	100
3878	meta	100
3879	meta	100
3880	meta	100
3881	meta	100
3882	DRT_other	9.52
3882	meta	90.48
3883	meta	100
3884	meta	100
3885	meta	100
3886	meta	100
3887	meta	100
3888	meta	100
3889	meta	100
3890	meta	100
3891	meta	100
3892	meta	100
3893	meta	100
3894	DRT_other	9.52
3894	meta	90.48
3895	meta	100
3896	meta	100
3897	meta	95.24
3897	Lamassu_Family	4.76
3898	meta	100
3899	gasdermin	47.62
3899	meta	52.38
3900	RM_type_II	100
3901	DRT_other	9.52
3901	retron_III-A	90.48
3902	DRT_other	9.52
3902	meta	90.48
3903	septu_type_I	100
3904	cas_type_other	4.76
3904	cas_type_III-B	95.24
3905	thoeris_type_I	9.52
3905	meta	23.81
3905	SEFIR	66.67
3906	RM_type_II	9.52
3906	DMS_other	33.33
3906	meta	57.14
3907	cas_type_III-A	90.48
3907	cas_type_other	9.52
3908	DMS_other	38.1
3908	meta	61.9
3909	ietAS	85.71
3909	meta	14.29
3910	cas_type_III-D	61.9
3910	cas_type_other	38.1
3911	RM_type_II	100
3912	cas_type_III-A	80.95
3912	cas_type_other	19.05
3913	meta	4.76
3913	kiwa	95.24
3914	cas_type_III-A	100
3915	cas_type_III-A	9.52
3915	cas_type_other	38.1
3915	meta	14.29
3915	cas_adaptation	9.52
3915	cas_type_III-B	28.57
3916	meta	42.86
3916	cbass_type_I	57.14
3917	DMS_other	42.86
3917	meta	28.57
3917	PT_PbeABCD	28.57
3918	cas_type_I-D	100
3919	cas_adaptation	100
3920	cas_type_I-G	28.57
3920	cas_type_other	71.43
3921	cas_type_I-B1	90.48
3921	cas_type_other	9.52
3922	PD-T4-6	100
3923	meta	60
3923	hachiman_type_II	40
3924	DMS_other	40
3924	meta	60
3925	meta	100
3926	meta	80
3926	cas_type_other	20
3927	meta	90
3927	AbiL	10
3928	meta	100
3929	DRT_other	20
